Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2014-02-03,3,February,2014,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14
2016-02-03,3,February,2016,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7
2014-03-20,20,March,2014,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7
2016-03-20,20,March,2016,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7
2014-05-16,16,May,2014,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,30,7,9,1,210,211
2016-05-16,16,May,2016,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,30,7,9,1,210,211
2014-07-23,23,July,2014,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7
2016-07-23,23,July,2016,34,Young Adults (25-34),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7
2013-11-22,22,November,2013,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,17,7,9,0,119,119
2015-11-22,22,November,2015,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,14,7,9,0,98,98
2014-04-09,9,April,2014,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14
2016-04-09,9,April,2016,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7
2014-06-28,28,June,2014,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,24,7,9,0,168,168
2016-06-28,28,June,2016,36,Adults (35-64),F,United States,Washington,Clothing,Caps,AWC Logo Cap,24,7,9,0,168,168
2013-08-27,27,August,2013,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,29,7,9,53,203,256
2015-08-27,27,August,2015,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,30,7,9,55,210,265
2013-10-09,9,October,2013,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,8,7,9,15,56,71
2015-10-09,9,October,2015,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,7,7,9,13,49,62
2013-10-31,31,October,2013,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,23,7,9,42,161,203
2015-10-31,31,October,2015,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,20,7,9,36,140,176
2014-03-30,30,March,2014,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,5,7,9,9,35,44
2016-03-30,30,March,2016,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,7,7,9,13,49,62
2014-06-06,6,June,2014,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,25,7,9,46,175,221
2016-06-06,6,June,2016,24,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,24,7,9,44,168,212
2013-08-30,30,August,2013,42,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,11,7,9,1,77,78
2015-08-30,30,August,2015,42,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,10,7,9,1,70,71
2014-03-19,19,March,2014,32,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,23,7,9,0,161,161
2016-03-19,19,March,2016,32,Young Adults (25-34),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140
2013-08-16,16,August,2013,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,10,7,9,19,70,89
2015-08-16,16,August,2015,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,8,7,9,15,56,71
2013-09-18,18,September,2013,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,18,7,9,34,126,160
2015-09-18,18,September,2015,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,15,7,9,29,105,134
2014-02-27,27,February,2014,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,13,7,9,25,91,116
2016-02-27,27,February,2016,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,15,7,9,29,105,134
2014-04-27,27,April,2014,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,29,7,9,55,203,258
2016-04-27,27,April,2016,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,31,7,9,59,217,276
2014-06-18,18,June,2014,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,27,7,9,52,189,241
2016-06-18,18,June,2016,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,27,7,9,52,189,241
2014-04-06,6,April,2014,32,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,20,7,9,36,140,176
2016-04-06,6,April,2016,32,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,21,7,9,38,147,185
2014-06-18,18,June,2014,32,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,29,7,9,53,203,256
2016-06-18,18,June,2016,32,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,29,7,9,53,203,256
2014-06-27,27,June,2014,32,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,15,7,9,27,105,132
2016-06-27,27,June,2016,32,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,13,7,9,24,91,115
2014-06-28,28,June,2014,32,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,12,7,9,22,84,106
2016-06-28,28,June,2016,32,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,12,7,9,22,84,106
2013-12-04,4,December,2013,26,Young Adults (25-34),F,France,Garonne (Haute),Clothing,Caps,AWC Logo Cap,3,7,9,4,21,25
2015-12-04,4,December,2015,26,Young Adults (25-34),F,France,Garonne (Haute),Clothing,Caps,AWC Logo Cap,1,7,9,1,7,8
2014-06-18,18,June,2014,26,Young Adults (25-34),F,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,21,7,9,8,147,155
2016-06-18,18,June,2016,26,Young Adults (25-34),F,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,22,7,9,8,154,162
2013-08-06,6,August,2013,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,5,7,9,0,35,35
2015-08-06,6,August,2015,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21
2013-11-16,16,November,2013,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,18,7,9,0,126,126
2015-11-16,16,November,2015,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140
2014-06-19,19,June,2014,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7
2016-06-19,19,June,2016,40,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14
2013-09-10,10,September,2013,39,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,22,7,9,40,154,194
2015-09-10,10,September,2015,39,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,20,7,9,36,140,176
2014-01-11,11,January,2014,39,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,14,7,9,25,98,123
2016-01-11,11,January,2016,39,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,12,7,9,22,84,106
2014-02-23,23,February,2014,39,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,27,7,9,49,189,238
2016-02-23,23,February,2016,39,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,28,7,9,51,196,247
2013-08-30,30,August,2013,38,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,2,7,9,4,14,18
2015-08-30,30,August,2015,38,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,1,7,9,2,7,9
2013-11-10,10,November,2013,38,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,25,7,9,48,175,223
2015-11-10,10,November,2015,38,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,22,7,9,42,154,196
2014-03-25,25,March,2014,38,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,12,7,9,23,84,107
2016-03-25,25,March,2016,38,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,12,7,9,23,84,107
2014-06-09,9,June,2014,38,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,19,7,9,36,133,169
2016-06-09,9,June,2016,38,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,19,7,9,36,133,169
2014-07-08,8,July,2014,38,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,1,7,9,2,7,9
2016-07-08,8,July,2016,38,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,2,7,9,4,14,18
2013-09-19,19,September,2013,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,22,7,9,0,154,154
2015-09-19,19,September,2015,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140
2013-11-08,8,November,2013,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,23,7,9,0,161,161
2015-11-08,8,November,2015,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,23,7,9,0,161,161
2013-12-10,10,December,2013,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,27,7,9,1,189,190
2015-12-10,10,December,2015,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,29,7,9,1,203,204
2014-01-28,28,January,2014,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,26,7,9,1,182,183
2016-01-28,28,January,2016,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,27,7,9,1,189,190
2014-02-17,17,February,2014,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,20,7,9,0,140,140
2016-02-17,17,February,2016,39,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,18,7,9,0,126,126
2013-07-25,25,July,2013,28,Young Adults (25-34),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,15,7,9,8,105,113
2015-07-25,25,July,2015,28,Young Adults (25-34),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,12,7,9,7,84,91
2013-09-07,7,September,2013,28,Young Adults (25-34),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,29,7,9,16,203,219
2015-09-07,7,September,2015,28,Young Adults (25-34),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,28,7,9,16,196,212
2013-12-02,2,December,2013,28,Young Adults (25-34),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,7,7,9,4,49,53
2015-12-02,2,December,2015,28,Young Adults (25-34),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,7,7,9,4,49,53
2013-09-18,18,September,2013,28,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,20,7,9,17,140,157
2015-09-18,18,September,2015,28,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,18,7,9,15,126,141
2014-02-24,24,February,2014,19,Youth (<25),M,United States,California,Clothing,Caps,AWC Logo Cap,23,7,9,42,161,203
2016-02-24,24,February,2016,19,Youth (<25),M,United States,California,Clothing,Caps,AWC Logo Cap,25,7,9,46,175,221
2014-05-20,20,May,2014,19,Youth (<25),M,United States,California,Clothing,Caps,AWC Logo Cap,9,7,9,16,63,79
2016-05-20,20,May,2016,19,Youth (<25),M,United States,California,Clothing,Caps,AWC Logo Cap,8,7,9,15,56,71
2013-08-14,14,August,2013,29,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,16,7,9,29,112,141
2015-08-14,14,August,2015,29,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,13,7,9,24,91,115
2013-08-17,17,August,2013,29,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,9,7,9,16,63,79
2015-08-17,17,August,2015,29,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,11,7,9,20,77,97
2014-03-19,19,March,2014,29,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,5,7,9,9,35,44
2016-03-19,19,March,2016,29,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,7,7,9,13,49,62
2014-04-17,17,April,2014,29,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,5,7,9,9,35,44
2016-04-17,17,April,2016,29,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,6,7,9,11,42,53
2014-05-02,2,May,2014,29,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,14,7,9,25,98,123
2016-05-02,2,May,2016,29,Young Adults (25-34),F,United States,California,Clothing,Caps,AWC Logo Cap,14,7,9,25,98,123
2013-12-05,5,December,2013,30,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,26,7,9,50,182,232
2015-12-05,5,December,2015,30,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,28,7,9,53,196,249
2014-05-31,31,May,2014,30,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98
2016-05-31,31,May,2016,30,Young Adults (25-34),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,9,7,9,17,63,80
2014-05-27,27,May,2014,53,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,20,7,9,2,140,142
2016-05-27,27,May,2016,53,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,18,7,9,2,126,128
2014-07-06,6,July,2014,61,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,4,7,9,0,28,28
2016-07-06,6,July,2016,61,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,3,7,9,0,21,21
2014-04-22,22,April,2014,59,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,13,7,9,0,91,91
2016-04-22,22,April,2016,59,Adults (35-64),M,United States,Washington,Clothing,Caps,AWC Logo Cap,14,7,9,0,98,98
2014-06-03,3,June,2014,57,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,3,7,9,5,21,26
2016-06-03,3,June,2016,57,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,2,7,9,4,14,18
2013-08-08,8,August,2013,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,29,7,9,21,203,224
2015-08-08,8,August,2015,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,29,7,9,21,203,224
2013-11-04,4,November,2013,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,15,7,9,11,105,116
2015-11-04,4,November,2015,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,15,7,9,11,105,116
2013-11-29,29,November,2013,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,5,7,9,4,35,39
2015-11-29,29,November,2015,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,5,7,9,4,35,39
2014-05-10,10,May,2014,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,16,7,9,12,112,124
2016-05-10,10,May,2016,40,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,13,7,9,10,91,101
2013-08-13,13,August,2013,55,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,25,7,9,46,175,221
2015-08-13,13,August,2015,55,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,24,7,9,44,168,212
2013-09-18,18,September,2013,55,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,12,7,9,22,84,106
2015-09-18,18,September,2015,55,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,14,7,9,25,98,123
2014-06-08,8,June,2014,53,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,3,7,9,2,21,23
2016-06-08,8,June,2016,53,Adults (35-64),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,5,7,9,4,35,39
2013-08-28,28,August,2013,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,19,7,9,35,133,168
2015-08-28,28,August,2015,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,21,7,9,38,147,185
2013-12-19,19,December,2013,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,27,7,9,49,189,238
2015-12-19,19,December,2015,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,25,7,9,46,175,221
2013-12-26,26,December,2013,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,16,7,9,29,112,141
2015-12-26,26,December,2015,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,14,7,9,25,98,123
2014-01-06,6,January,2014,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,18,7,9,33,126,159
2016-01-06,6,January,2016,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,17,7,9,31,119,150
2014-02-07,7,February,2014,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,20,7,9,36,140,176
2016-02-07,7,February,2016,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,21,7,9,38,147,185
2014-07-27,27,July,2014,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,18,7,9,33,126,159
2016-07-27,27,July,2016,53,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,18,7,9,33,126,159
2013-11-18,18,November,2013,46,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,26,7,9,50,182,232
2015-11-18,18,November,2015,46,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,23,7,9,44,161,205
2014-03-13,13,March,2014,40,Adults (35-64),F,Germany,Hessen,Clothing,Caps,AWC Logo Cap,11,7,9,15,77,92
2016-03-13,13,March,2016,40,Adults (35-64),F,Germany,Hessen,Clothing,Caps,AWC Logo Cap,13,7,9,18,91,109
2013-10-10,10,October,2013,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,30,7,9,49,210,259
2015-10-10,10,October,2015,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,28,7,9,46,196,242
2013-10-31,31,October,2013,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,17,7,9,28,119,147
2015-10-31,31,October,2015,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,19,7,9,31,133,164
2013-11-26,26,November,2013,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,17,7,9,28,119,147
2015-11-26,26,November,2015,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,19,7,9,31,133,164
2013-11-28,28,November,2013,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,6,7,9,10,42,52
2015-11-28,28,November,2015,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,5,7,9,8,35,43
2014-01-20,20,January,2014,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,26,7,9,43,182,225
2016-01-20,20,January,2016,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,26,7,9,43,182,225
2014-04-28,28,April,2014,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,15,7,9,25,105,130
2016-04-28,28,April,2016,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,15,7,9,25,105,130
2014-06-13,13,June,2014,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,1,7,9,2,7,9
2016-06-13,13,June,2016,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,1,7,9,2,7,9
2014-06-15,15,June,2014,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,30,7,9,49,210,259
2016-06-15,15,June,2016,40,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,29,7,9,48,203,251
2013-11-28,28,November,2013,51,Adults (35-64),M,France,Moselle,Clothing,Caps,AWC Logo Cap,28,7,9,26,196,222
2015-11-28,28,November,2015,51,Adults (35-64),M,France,Moselle,Clothing,Caps,AWC Logo Cap,26,7,9,24,182,206
2014-04-03,3,April,2014,45,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,21,7,9,34,147,181
2016-04-03,3,April,2016,45,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,18,7,9,30,126,156
2013-10-17,17,October,2013,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,6,7,9,10,42,52
2015-10-17,17,October,2015,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,4,7,9,7,28,35
2013-11-14,14,November,2013,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,30,7,9,49,210,259
2015-11-14,14,November,2015,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,28,7,9,46,196,242
2014-01-05,5,January,2014,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,21,7,9,34,147,181
2016-01-05,5,January,2016,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,22,7,9,36,154,190
2014-02-08,8,February,2014,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,3,7,9,5,21,26
2016-02-08,8,February,2016,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,2,7,9,3,14,17
2014-05-28,28,May,2014,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,3,7,9,5,21,26
2016-05-28,28,May,2016,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,1,7,9,2,7,9
2014-07-31,31,July,2014,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,18,7,9,30,126,156
2016-07-31,31,July,2016,48,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,16,7,9,26,112,138
2013-08-19,19,August,2013,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,15,7,9,12,105,117
2015-08-19,19,August,2015,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,13,7,9,11,91,102
2013-10-13,13,October,2013,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,17,7,9,14,119,133
2015-10-13,13,October,2015,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,19,7,9,16,133,149
2014-01-06,6,January,2014,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,7,7,9,6,49,55
2016-01-06,6,January,2016,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,4,7,9,3,28,31
2014-01-12,12,January,2014,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,28,7,9,23,196,219
2016-01-12,12,January,2016,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,26,7,9,22,182,204
2014-02-20,20,February,2014,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,7,7,9,6,49,55
2016-02-20,20,February,2016,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,6,7,9,5,42,47
2014-03-20,20,March,2014,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,15,7,9,12,105,117
2016-03-20,20,March,2016,25,Young Adults (25-34),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,14,7,9,12,98,110
2013-08-31,31,August,2013,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,30,7,9,25,210,235
2015-08-31,31,August,2015,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,31,7,9,26,217,243
2013-10-06,6,October,2013,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,27,7,9,22,189,211
2015-10-06,6,October,2015,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,24,7,9,20,168,188
2014-04-13,13,April,2014,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,7,7,9,6,49,55
2016-04-13,13,April,2016,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,9,7,9,7,63,70
2014-04-18,18,April,2014,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,20,7,9,17,140,157
2016-04-18,18,April,2016,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,20,7,9,17,140,157
2014-06-17,17,June,2014,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,13,7,9,11,91,102
2016-06-17,17,June,2016,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,11,7,9,9,77,86
2014-07-25,25,July,2014,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,22,7,9,18,154,172
2016-07-25,25,July,2016,27,Young Adults (25-34),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,20,7,9,17,140,157
2013-11-13,13,November,2013,26,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,24,7,9,13,168,181
2015-11-13,13,November,2015,26,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,21,7,9,12,147,159
2014-02-01,1,February,2014,26,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,21,7,9,12,147,159
2016-02-01,1,February,2016,26,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,18,7,9,10,126,136
2014-02-27,27,February,2014,26,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,19,7,9,11,133,144
2016-02-27,27,February,2016,26,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,19,7,9,11,133,144
2014-03-16,16,March,2014,26,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,18,7,9,10,126,136
2016-03-16,16,March,2016,26,Young Adults (25-34),M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,15,7,9,8,105,113
2013-08-08,8,August,2013,33,Young Adults (25-34),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,21,7,9,16,147,163
2015-08-08,8,August,2015,33,Young Adults (25-34),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,19,7,9,14,133,147
